linkPVID, refSlope, probeSlope, diff
550044125, 0.102048, -0.090670, 0.192718
762058216, -0.026194, 1.951120, -1.977314
554728927, -3.064833, 0.017207, -3.082040
80737149, -5.027600, 13.629895, -18.657495
554721889, 0.055444, -0.004316, 0.059760
576448754, 0.223500, 0.054350, 0.169150
550097524, 0.838542, 1.040279, -0.201737
550098067, -0.174250, -0.057712, -0.116538
765881780, 3.068444, -0.307407, 3.375852
762623763, 3.977175, -0.026330, 4.003505
554727977, -1.201364, 0.047169, -1.248532
80700031, 0.155250, 0.139448, 0.015802
765304374, -0.041643, 0.033731, -0.075373
67199783, 0.177500, 0.000000, 0.177500
762923143, -0.593111, 69.855537, -70.448648
62043923, -1.353800, -0.077539, -1.276261
762793609, -0.188500, 3.740040, -3.928540
78656113, -0.237200, 0.054899, -0.292099
550099708, -0.202167, 0.359723, -0.561890
792490198, -0.545100, -0.070257, -0.474843
61889659, -0.248400, -0.051578, -0.196822
576395247, -0.080536, 0.046739, -0.127275
763764639, 0.262000, 0.024297, 0.237703
550098476, -0.712500, -0.097785, -0.614715
763049701, -1.384472, -0.093726, -1.290746
743365995, 0.132667, -0.117154, 0.249820
61373192, 0.387500, 0.000000, 0.387500
554747079, 0.515692, -0.060863, 0.576555
51806398, -1.355000, 0.084540, -1.439540
764474765, 1.164286, 0.084516, 1.079770
764471248, 0.375792, 0.152776, 0.223016
764474767, 0.178727, 0.032561, 0.146167
554702717, 1.337308, 0.078443, 1.258865
67905816, 0.895750, 0.040112, 0.855638
79911319, -1.633111, 0.170606, -1.803717
80676580, 1.136545, 0.038283, 1.098263
79757671, 0.076333, -0.057455, 0.133788
79691511, -0.030333, 0.180125, -0.210458
554728796, 1.948125, 0.012462, 1.935663
762926827, -0.050909, -0.005607, -0.045302
764545378, -0.430778, -0.096053, -0.334724
565017718, 0.048167, 0.019473, 0.028694
762429601, -1.287429, 0.088002, -1.375430
781643542, 1.747900, -0.709410, 2.457310
61934403, -2.444650, 0.078298, -2.522948
762499554, 1.351000, -0.049483, 1.400483
792455739, -2.450600, -0.054171, -2.396429
764585684, -0.076455, -0.005068, -0.071386
79764240, -0.107286, 6.349951, -6.457236
572224474, -0.089000, 0.054767, -0.143767
79767009, 0.035833, 0.133187, -0.097354
572231698, -0.066571, -0.137387, 0.070815
80682241, -0.087200, 0.013217, -0.100417
80682240, -0.093900, 0.124610, -0.218510
67980000, -0.166556, -0.160221, -0.006335
762810164, -0.414000, 0.797987, -1.211987
75372623, -1.423800, 0.910046, -2.333846
51930980, -1.511091, -0.056313, -1.454778
762851130, 0.507444, 0.143362, 0.364082
554702713, -0.275429, -0.090015, -0.185414
540660684, -1.826333, 0.914421, -2.740754
762879819, 2.220000, -0.283336, 2.503336
67908423, 1.149200, 0.134024, 1.015176
67905691, 0.889250, -0.044801, 0.934051
554722639, 1.774167, 0.033693, 1.740474
763024345, -0.754000, -0.035790, -0.718210
79686808, -0.814000, -0.018866, -0.795134
547963145, -0.023438, 0.081176, -0.104613
762442940, 0.178250, -0.006024, 0.184274
762906496, 1.563611, 0.022385, 1.541226
762466185, -0.065800, 0.401178, -0.466978
554729406, 0.869333, -0.061954, 0.931288
79633779, -0.081125, 0.069998, -0.151123
765141519, -0.068000, 0.308034, -0.376034
576449904, -0.024303, -0.039824, 0.015521
762839548, -0.045286, -0.121932, 0.076647
51694892, 1.304375, 0.097566, 1.206809
68094904, -0.838000, 38.676785, -39.514785
51835372, 0.239588, -0.032533, 0.272121
51835380, -0.195125, 0.006744, -0.201869
766631655, -0.437029, -0.114883, -0.322146
766445199, -0.942795, -0.399648, -0.543147
586494098, -0.497353, -0.119167, -0.378185
763024366, 0.802500, -0.000788, 0.803288
79689675, -0.101000, 0.162754, -0.263754
547965034, -0.003333, -0.121972, 0.118639
764475508, 0.430167, -0.012004, 0.442171
763547263, -0.570636, -0.137858, -0.432778
565393239, -2.345833, -25.667459, 23.321626
590218194, -1.455667, -0.088573, -1.367094
565022684, 0.213500, 0.044209, 0.169291
565022685, -0.137905, 1.038709, -1.176614
765133867, -0.375583, 0.009801, -0.385384
765133868, -0.165464, 0.167117, -0.332582
765133874, -1.480786, -0.060871, -1.419914
762734266, 3.053333, 0.266863, 2.786470
759260367, -0.029583, 0.413821, -0.443404
586499286, 0.037000, -0.055396, 0.092396
762873473, 1.423375, -0.048278, 1.471653
762873474, 0.038222, 0.032222, 0.006000
536880333, -0.054125, -0.061503, 0.007378
61211098, -0.469000, -0.120344, -0.348656
765309652, 0.044531, -0.006237, 0.050768
75324081, -0.242333, 0.153074, -0.395407
779346130, -0.667600, 0.000000, -0.667600
779698572, -0.581429, -0.020926, -0.560502
51837733, 1.335600, -0.076907, 1.412507
75044006, -4.659700, -0.088178, -4.571522
764453987, 1.971282, -0.023501, 1.994783
548038120, -1.621977, 2.949614, -4.571591
64979208, -1.878497, -0.108206, -1.770290
550100710, -1.091000, -0.035010, -1.055990
576447181, 1.759778, -0.022229, 1.782007
576447178, -0.437950, -0.105284, -0.332666
554725853, -0.018250, -46.983585, 46.965335
759349755, -0.234727, 0.807340, -1.042068
51834130, -0.473800, -0.007999, -0.465801
765136561, 4.685125, -0.037283, 4.722408
78677691, 0.269333, -40.973225, 41.242558
548128515, -2.396000, -0.004427, -2.391573
762625042, 0.051778, -0.342051, 0.393828
586510311, 0.072571, 0.019975, 0.052596
762801553, 0.470000, 0.043251, 0.426749
79631751, -0.234667, -0.114462, -0.120205
60115879, 1.026278, -0.072701, 1.098978
548035272, 0.741500, 83.980204, -83.238704
548366313, -0.369636, -0.074695, -0.294941
554739112, 0.073500, -0.013803, 0.087303
764711058, -0.202400, 0.032074, -0.234474
554715024, 0.266514, 0.122539, 0.143974
554736695, 0.123200, -0.088118, 0.211318
762456021, -2.099571, 0.037856, -2.137427
762456020, -2.286235, -0.114594, -2.171641
756077159, -0.907500, -0.102213, -0.805287
550099633, 0.041000, -0.067279, 0.108279
51959458, 0.185750, 0.119668, 0.066082
52646383, 0.311600, 0.066534, 0.245066
765893173, 0.486412, 0.072830, 0.413582
765879291, 0.004217, -0.062422, 0.066639
765879298, 0.017333, -0.049817, 0.067150
765879295, 0.256667, -0.011231, 0.267898
765879294, 0.441200, 0.072834, 0.368366
554725139, -0.164375, -0.264425, 0.100050
83614351, 0.271667, -0.109510, 0.381177
762795242, -0.605833, -0.025542, -0.580291
762795271, 1.308800, 1.939960, -0.631160
550096620, -0.257800, -0.057894, -0.199906
762734259, -0.319083, 1.778204, -2.097288
61747007, 0.595786, 0.000000, 0.595786
550096939, 0.772222, -0.103243, 0.875466
762105302, 0.203263, 27.027033, -26.823770
554728686, 0.160200, 0.000000, 0.160200
763760562, 0.759600, -0.204283, 0.963883
763760569, 1.998250, -0.124962, 2.123212
79684662, -1.240500, 7.604223, -8.844723
51878995, 0.757400, 0.045261, 0.712139
554737027, 0.028250, -0.070641, 0.098891
572709114, -1.076222, 0.054029, -1.130251
543971161, 0.290778, -0.145312, 0.436089
586834860, -1.464333, -0.058221, -1.406112
554738251, 1.688889, -1.477458, 3.166346
68156933, 1.668889, -0.018227, 1.687116
586484641, 0.258400, -0.122306, 0.380706
83574934, 0.027833, -0.131963, 0.159796
586511585, 0.101000, 0.009960, 0.091040
749369548, -0.043600, -0.011963, -0.031637
762973390, -0.005667, 0.006986, -0.012653
762879825, -0.610611, 11.393650, -12.004261
766720079, 0.575750, 81.372373, -80.796623
554728791, 0.297125, 0.274808, 0.022317
79672661, -0.264464, 0.031458, -0.295922
51960877, -0.070000, 0.055301, -0.125301
79950410, -0.599600, 1.961810, -2.561410
572710585, 1.595571, 0.470363, 1.125208
550100848, -0.071143, -13.366774, 13.295632
781485216, 0.079600, -0.035474, 0.115074
78678783, -0.554000, 0.007729, -0.561729
759720125, -0.514000, 0.034321, -0.548321
541335037, -2.105636, -0.016050, -2.089586
51575495, -0.489000, -0.631810, 0.142810
763732815, -0.305500, 64.285349, -64.590849
572205360, -0.572000, 0.112578, -0.684578
79943870, 0.111500, -0.379635, 0.491135
554736930, -0.352750, 0.106651, -0.459401
80678378, -0.296500, 0.526383, -0.822883
572242881, -0.014000, -37.466976, 37.452976
760224777, -0.015100, 0.514117, -0.529217
760224769, -0.022500, 0.045182, -0.067682
765310305, 0.039875, 0.099402, -0.059527
711592065, -1.181000, -0.015640, -1.165360
64965804, -0.755684, -0.050670, -0.705015
565437383, -0.662500, 0.042893, -0.705393
51902344, 0.804333, -0.074386, 0.878720
550099789, -0.139727, 0.016487, -0.156214
550099783, -0.388667, -0.024977, -0.363690
762802362, 2.132800, 0.044266, 2.088534
52517808, 2.058500, -0.093759, 2.152259
550099826, 0.946333, -0.143619, 1.089952
61929315, -0.303615, -0.118341, -0.185275
765310301, -0.058778, 0.038940, -0.097718
79765304, -0.255333, 1.116772, -1.372105
51746071, 0.250800, 0.424658, -0.173858
60111975, -0.028000, 0.102500, -0.130500
51959434, -0.908556, -0.034609, -0.873947
51690777, -1.000000, -0.064119, -0.935881
548013534, 0.305000, -0.180762, 0.485762
79952108, -0.366500, 0.100684, -0.467184
758980873, -0.173125, 0.061713, -0.234838
758980869, -0.072833, -0.011332, -0.061501
550095092, 4.242600, 0.405992, 3.836608
540633308, 0.236700, -0.104227, 0.340927
759932470, -0.392750, -0.095759, -0.296991
565398772, -0.703867, -0.097966, -0.605900
567287630, 3.413200, 0.033620, 3.379580
572220133, -0.219000, -0.099664, -0.119336
543999096, 0.184000, -51.940219, 52.124219
548021679, -1.155800, 2.519968, -3.675768
765306837, -0.643214, -0.004841, -0.638373
51837598, -0.558750, -0.036585, -0.522165
61149731, -0.125000, 0.183526, -0.308526
765308578, 0.919243, -0.685417, 1.604661
79816099, 0.003000, 1.721625, -1.718625
79785529, -0.544000, -0.078734, -0.465266
586485661, -1.238778, -5.095370, 3.856593
764528758, -3.918029, 0.003470, -3.921498
75044615, 0.080389, -0.069732, 0.150121
78654195, -1.532000, -0.006940, -1.525060
550095161, 0.104800, -0.018568, 0.123368
792580874, 0.894931, -0.040050, 0.934981
61756339, 0.338429, -0.072276, 0.410704
567319237, 0.405333, 0.114329, 0.291004
550095165, -0.365561, -0.205348, -0.160214
62004853, -0.105333, -0.171237, 0.065904
79912492, 1.845500, -0.039127, 1.884627
79911782, -0.555375, 0.310088, -0.865463
766640708, 0.453621, 0.383974, 0.069647
763029009, -0.013467, 0.042614, -0.056080
554723361, -0.483375, 0.051822, -0.535197
554723330, -0.589423, 0.060607, -0.650030
759880539, 0.263714, 7.872127, -7.608412
565389918, -0.877647, -0.043958, -0.833689
716416942, -4.204071, -0.043301, -4.160770
554805381, 1.821897, -0.113912, 1.935809
548097451, -1.267432, -0.033415, -1.234017
781484896, -1.257333, 0.000000, -1.257333
781484897, -1.244333, -0.169037, -1.075296
78678444, 1.181750, -4.624724, 5.806474
586492582, -0.139069, 0.112482, -0.251551
79790816, -0.539500, 0.057040, -0.596540
80684921, -0.702400, -0.102346, -0.600054
79647311, -0.060500, 0.026829, -0.087329
79647438, -0.003714, 0.000000, -0.003714
79647231, -0.876500, -0.017597, -0.858903
780215437, 0.314462, -65.430933, 65.745394
51851973, -1.305167, 0.043028, -1.348195
762426162, -2.429000, -61.927046, 59.498046
554729769, 2.377750, -0.087069, 2.464819
759981301, 1.106966, -0.085202, 1.192167
541257688, 0.419189, -0.030636, 0.449826
765060916, 3.307618, 0.044766, 3.262852
765060901, -0.231800, -0.091365, -0.140435
83573806, -2.021250, 0.190443, -2.211693
586484887, -0.551714, 0.100190, -0.651904
763653898, -0.873750, 3.677669, -4.551419
760271507, -2.184111, 0.000000, -2.184111
550095100, 1.016167, -0.050800, 1.066967
62079641, -3.662200, -0.103311, -3.558889
554805706, 2.198000, 0.109219, 2.088781
554805771, 1.145579, 0.067167, 1.078412
586486468, 1.671000, 30.177633, -28.506633
78662936, 1.110000, 0.000000, 1.110000
576447208, 2.105636, 0.534304, 1.571332
792561974, -0.371750, -0.333902, -0.037848
550096549, -0.489091, -0.036184, -0.452907
550096575, -0.913400, 0.248877, -1.162277
550096576, -0.008857, 0.059513, -0.068370
762725646, -0.966900, -0.038925, -0.927975
762721575, 0.300000, 0.057698, 0.242302
62127053, 0.223000, 0.094907, 0.128093
716317413, -0.077500, -0.022642, -0.054858
576449975, 0.819389, -0.751003, 1.570392
550099817, 0.075833, -0.030729, 0.106562
550099811, -0.423632, -0.326806, -0.096826
61930214, 1.814500, -0.240875, 2.055375
567331259, 2.496000, -0.045335, 2.541335
576449954, -1.482158, -0.085841, -1.396317
61871934, 0.124286, -0.090780, 0.215066
61871935, -1.704857, -0.096036, -1.608822
554729366, -0.507500, -0.024630, -0.482870
554724545, 1.653800, 0.000000, 1.653800
74587649, 0.126429, -0.056303, 0.182732
766434172, -1.615889, -0.033791, -1.582098
781548649, -0.212833, -0.212926, 0.000093
759869168, -0.015219, 0.088401, -0.103620
586503322, 0.031444, 0.045989, -0.014545
68142935, 0.050600, 0.043646, 0.006954
79901988, 1.198941, 0.009319, 1.189622
762992093, 0.196500, 0.064373, 0.132127
711386912, -1.763125, -0.130508, -1.632617
51763899, -0.681375, -0.126684, -0.554691
756499706, -0.382286, 0.120148, -0.502433
554729653, -2.295000, 0.006309, -2.301309
765946423, 1.535255, -0.032184, 1.567438
764251873, 1.549000, 0.049531, 1.499469
565436180, 3.310909, 0.080017, 3.230892
61753753, 0.720042, 0.012770, 0.707272
565016088, 0.006750, 0.135789, -0.129039
554710053, -0.467500, -0.032796, -0.434704
78658097, -1.540667, 0.251886, -1.792553
766430336, 5.217000, 0.056607, 5.160393
565023565, -6.010182, -0.029741, -5.980440
762854757, -0.397000, 0.232631, -0.629631
762024526, 0.428125, 0.066890, 0.361235
548076261, 0.011889, -0.048944, 0.060833
554741733, 0.374250, 0.005814, 0.368436
764761160, 1.482100, -0.049663, 1.531763
79790290, -0.316176, -0.021563, -0.294614
764215895, -1.301737, -0.044038, -1.257699
780554666, 0.428455, -0.043063, 0.471518
780554660, 0.134545, 0.048815, 0.085731
762586773, 0.282429, 0.020490, 0.261939
762586781, -0.415500, 0.016865, -0.432365
762586782, -0.239444, 0.032211, -0.271655
762586778, 0.605250, -0.074131, 0.679381
554737585, -0.099000, -0.226652, 0.127652
550095160, -0.612571, -0.063526, -0.549046
761950111, -0.074000, 0.071316, -0.145316
62004321, -0.271200, 0.164300, -0.435500
762796022, -2.176867, 0.000000, -2.176867
550099814, -0.570882, -0.059836, -0.511046
709255054, -0.524000, 0.000000, -0.524000
766573708, -0.247000, -0.041278, -0.205722
586524157, -0.554750, 0.103267, -0.658017
554736935, -1.730600, -0.100918, -1.629682
51926528, -1.026400, -0.060151, -0.966249
51808473, -0.195000, 0.071483, -0.266483
769144115, -0.252731, 0.427398, -0.680128
541283306, 0.451818, 0.293071, 0.158747
61750767, 0.158000, -0.472825, 0.630825
78660538, 0.476250, -0.075797, 0.552047
61600763, 0.280364, -0.054525, 0.334889
763000435, 1.583250, -0.013028, 1.596278
763000426, 0.145533, -0.323073, 0.468607
763000433, 1.950667, -0.079159, 2.029826
539290163, 1.703809, 0.112201, 1.591608
80736508, -1.697286, 0.041450, -1.738736
80736516, -1.889800, 0.013794, -1.903594
762054383, 3.317500, -0.019039, 3.336539
79908981, 0.460750, -0.011209, 0.471959
764189996, -0.083750, 0.629213, -0.712963
80722615, -0.235333, 0.095708, -0.331041
554736170, 0.786444, 0.000000, 0.786444
80716101, 1.070100, 0.062058, 1.008042
80687696, -0.482167, 0.088781, -0.570947
80684789, -0.181750, 0.067654, -0.249404
762820061, 0.275673, -0.559367, 0.835041
762820046, 1.023441, -0.061647, 1.085088
541289006, 1.354089, -0.041492, 1.395581
52572684, -0.273400, 0.399136, -0.672536
586486490, -0.870200, -0.012322, -0.857878
68094827, 0.816400, 84.281084, -83.464684
779348360, -1.311550, -0.019718, -1.291832
539288229, -0.225500, -62.228148, 62.002648
757109427, -0.786576, -0.020283, -0.766293
80737204, -0.731310, -0.149136, -0.582174
79794612, -0.653941, -0.032922, -0.621020
762992094, 0.226500, 0.120568, 0.105932
565023704, 2.415265, 0.034732, 2.380533
541287703, 2.938096, 0.091280, 2.846816
565393755, -0.076538, -0.087723, 0.011185
74602474, -0.756667, 0.164613, -0.921280
75421357, 0.012571, -0.001001, 0.013573
68010946, 0.313800, -0.029256, 0.343056
809663101, 1.094235, -0.053969, 1.148205
809648335, 1.087000, -0.098293, 1.185293
53637780, 0.882857, -0.006007, 0.888864
572710557, -0.702214, 9.020745, -9.722959
62069386, 0.295533, -0.057218, 0.352752
764226934, -0.188955, 0.065333, -0.254288
764226014, 0.032296, 0.111948, -0.079651
565436364, 0.636000, -0.103401, 0.739401
52572703, -1.121375, 0.129032, -1.250407
762429174, -0.110312, -0.045659, -0.064653
51834060, 1.449571, 0.018749, 1.430823
67966269, -0.161286, 0.224070, -0.385356
67965229, 0.078250, -0.043959, 0.122209
779432046, 0.672333, -0.033634, 0.705967
762982805, -0.116000, -0.012465, -0.103535
550100346, 0.681333, -0.043978, 0.725311
544006493, 0.538667, -0.215083, 0.753750
51837377, 0.561419, 0.108437, 0.452982
554736765, 0.012000, 0.125777, -0.113777
74643957, 0.268538, 0.070396, 0.198142
548091716, -0.359333, -0.059921, -0.299413
51709643, 0.939000, 0.014019, 0.924981
554722642, 0.119667, 0.008095, 0.111572
572243173, -0.175600, -0.011993, -0.163607
51693580, -0.433400, -0.021303, -0.412097
762971872, -0.035909, 0.206754, -0.242663
762973392, 0.350800, 0.086814, 0.263986
759715786, 0.941500, 0.000000, 0.941500
791089631, 0.139500, 0.029469, 0.110031
809663102, -0.403600, 0.141517, -0.545117
554806591, -0.157333, -0.381194, 0.223860
762381725, -0.447333, -0.897846, 0.450513
80684018, -0.040600, 0.083619, -0.124219
52566694, 2.558500, 0.201581, 2.356919
52565683, -6.126250, -2.476609, -3.649641
779348242, 3.897222, -0.073343, 3.970565
79649913, -0.530625, -0.078939, -0.451686
762587347, 0.740333, -0.455395, 1.195728
762587344, -2.091875, 0.192618, -2.284493
51763597, 0.799000, -0.093182, 0.892182
68114220, -0.457333, -0.096604, -0.360729
567333160, 1.559571, -0.027203, 1.586774
550098177, 1.168879, -0.075662, 1.244541
762841880, 1.117526, -0.085314, 1.202840
550098149, 0.687882, -0.016326, 0.704208
565024276, 0.012900, 0.046824, -0.033924
766622306, -0.763643, 0.035150, -0.798793
766631649, -0.821941, -0.112102, -0.709839
541291656, 0.877465, 0.040587, 0.836878
764434836, -1.356750, -0.016373, -1.340377
565442820, -1.812667, -0.037577, -1.775089
565017820, 0.206909, -0.113925, 0.320835
